categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;18:51:14;8;VILLA SOLDATI;ZORRILLA, ALBERTO;4586;-34.6756420903926;-58.4555356032169;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;16:43:03;4;PARQUE PATRICIOS;DEAN FUNES;1683;-34.6304200698569;-58.4050220152214;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;15:07:23;5;ALMAGRO;INDEPENDENCIA AV.;3381;-34.6206431461879;-58.4135978605697;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;15:51:25;11;VILLA DEL PARQUE;SANTO TOME;3812;-34.61084241859;-58.497446359167;Call Center;Femenino;Cerrado;13/01/2021;09:21:26
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;12:46:09;9;MATADEROS;CAFAYATE;1435;-34.6529853043826;-58.509429176607;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;11:20:18;10;FLORESTA;CHIVILCOY;824;-34.6254941129864;-58.4856623559268;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;20:22:53;14;PALERMO;VEGA, NICETO, CNEL.;5400;-34.5886222616061;-58.4366596118331;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;19:38:40;10;VILLA LURO;VIRGILIO;1382;-34.6261226494518;-58.510884296056;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;23:47:53;10;VELEZ SARSFIELD;ESCALADA DE SAN MARTIN, R.;4302;-34.6261388971395;-58.4927808626546;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;07/01/2021;19:32:56;11;VILLA GRAL. MITRE;CAMARONES;2199;-34.6078027744886;-58.471944012991;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;18:26:56;12;VILLA URQUIZA;CERETTI;2172;-34.5802053821863;-58.4914366942555;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;20:53:06;9;LINIERS;BARRAGAN;200;-34.6381171999555;-58.5226814554044;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;15:02:53;11;VILLA DEVOTO;MELINCUE;4502;-34.6117518460301;-58.5085358063145;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;08:13:52;12;VILLA URQUIZA;LAVOISIER;3563;-34.5672259826491;-58.5029287166721;App BA 147;Femenino;Cerrado;12/01/2021;10:18:06
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;19:39:11;5;BOEDO;CASTRO BARROS;899;-34.6225996853634;-58.4193345233831;GCS Web;Masculino;Cerrado;13/01/2021;09:29:38
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;09:10:37;12;VILLA URQUIZA;MONROE;4559;-34.5708912619524;-58.4806149561278;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;12:15:01;11;VILLA GRAL. MITRE;ARTIGAS, JOSE GERVASIO, GRAL.;1994;-34.6089125257236;-58.4762382534578;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;11:19:19;3;SAN CRISTOBAL;CATAMARCA;1063;-34.6222500936503;-58.4044261639674;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;10:25:01;12;VILLA URQUIZA;LAVOISIER;3556;-34.5674373323567;-58.5028691852298;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;12:44:22;10;VILLA LURO;MOLIERE;971;-34.6302054387775;-58.5077660877274;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;01:48:12;10;MONTE CASTRO;SEGUROLA AV.;2250;-34.6156695450841;-58.5047318316592;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;11:10:58;10;FLORESTA;LAS ACACIAS;1457;-34.6224276017809;-58.4943350115575;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;18:36:08;10;VILLA LURO;MANZONI;209;-34.640112544703;-58.4989986188826;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;10:07:33;7;FLORES;LACARRA AV.;;-34.6540896683436;-58.4637663598779;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;20:23:14;9;LINIERS;LARRAZABAL AV.;444;-34.6436867153632;-58.5115903510516;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;08/01/2021;09:05:38;9;PARQUE AVELLANEDA;REMEDIOS;4302;-34.6475776548843;-58.4832870417501;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;15:07:57;6;CABALLITO;NEUQUEN;1008;-34.6160190336906;-58.4469246770806;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;09:36:13;9;LINIERS;TUYUTI;6501;-34.6443331520986;-58.5180765674316;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;20:20:13;8;VILLA LUGANO;SIN NOMBRE OFICIAL (ALT. MOZART 2470);4255;-34.6609818525447;-58.4687012514288;App BA 147;Femenino;Cerrado;14/01/2021;11:54:40
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;23:00:05;14;PALERMO;GUATEMALA;4151;-34.5894703199622;-58.4185006883767;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;16:28:21;15;PATERNAL;CUCHA CUCHA;2562;-34.6003666500056;-58.4644215578614;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;18:03:03;15;VILLA CRESPO;MALABIA;878;-34.5955794123372;-58.4345132102675;App BA 147;Femenino;Cerrado;10/01/2021;20:31:45
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;18:15:05;10;FLORESTA;TRES ARROYOS;3987;-34.6249078264953;-58.4877812278549;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;09/01/2021;13:53:55;14;PALERMO;AMENABAR;399;-34.5746082140926;-58.4429225907325;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;15:34:54;6;CABALLITO;VALLESE, FELIPE;445;-34.6110258568359;-58.4401257618001;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;10:18:16;11;VILLA SANTA RITA;CAMARONES;2823;-34.6119117051964;-58.4797457814068;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;11:01:04;10;FLORESTA;MERCEDES;1020;-34.6248781886679;-58.4882410972986;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;01:35:20;1;SAN NICOLAS;VIAMONTE;886;-34.6001551780229;-58.3793339314367;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;08:52:35;12;COGHLAN;RIVERA, PEDRO I., DR.;3204;-34.5613634992342;-58.4691153023953;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;12:55:37;11;VILLA GRAL. MITRE;ARTIGAS, JOSE GERVASIO, GRAL.;1633;-34.6123479701535;-58.4733568026726;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;14:38:01;10;FLORESTA;PERGAMINO;76;-34.633107326629;-58.4740835490105;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;16:13:31;11;VILLA SANTA RITA;SAN BLAS;3066;-34.6125487522987;-58.4834982730765;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;01:25:25;12;VILLA PUEYRREDON;CUENCA;5760;-34.5805456810564;-58.5136368144087;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;23:21:34;14;PALERMO;SCALABRINI ORTIZ, RAUL AV.;2327;-34.5867827904885;-58.4183845094452;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;23:23:45;14;PALERMO;GUATEMALA;4149;-34.5894717118456;-58.418496106702;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;16:50:27;10;FLORESTA;RIVADAVIA AV.;8154;-34.6330809072368;-58.4783272149863;App BA 147;Femenino;Cerrado;13/01/2021;18:31:46
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;21:45:42;4;PARQUE PATRICIOS;DEAN FUNES;2029;-34.6347822948409;-58.4042818702363;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;10/01/2021;21:11:08;9;MATADEROS;CAFAYATE;1516;-34.6535733095424;-58.5084678142812;GCS Web;Femenino;Cerrado;12/01/2021;10:32:50
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;10:28:33;5;ALMAGRO;BRAVO, MARIO;780;-34.6007403678689;-58.4162484604008;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;11:14:32;5;BOEDO;INDEPENDENCIA AV.;;-34.6211913722948;-58.4194299032257;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;09:49:48;12;SAAVEDRA;FREIRE, RAMON, CAP. GRAL.;4470;-34.5463651371493;-58.4813604610759;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;16:52:39;14;PALERMO;SOLER;4757;-34.586345728665;-58.4255976458167;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;15:09:21;11;VILLA SANTA RITA;NAZCA AV.;1344;-34.6179803885299;-58.4763170657431;GCS Web;Femenino;Cerrado;11/01/2021;19:15:52
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;19:03:38;4;NUEVA POMPEYA;BONAVENA, OSCAR NATALIO;1141;-34.6503109109671;-58.406658388719;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;11:10:18;15;CHACARITA;DUMONT, SANTOS;3736;-34.5857182119759;-58.4485512236136;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;15:17:02;1;MONSERRAT;MEXICO;1487;-34.615486310375;-58.3872307330847;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;14:02:38;4;PARQUE PATRICIOS;FAMATINA;3556;-34.6466043670293;-58.4117321027212;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;16:23:16;9;MATADEROS;GUAMINI;2353;-34.6634708317928;-58.5086423130084;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;20:44:54;15;PARQUE CHAS;BALLIVIAN;2685;-34.5806426970545;-58.4805984677283;GCS Web;Femenino;Cerrado;14/01/2021;09:21:36
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;22:39:52;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;5867;-34.5742242392843;-58.5077455611132;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;22:21:49;12;SAAVEDRA;PLAZA;3969;-34.5544396841445;-58.4865212460804;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;13:09:30;10;VILLA LURO;RIVADAVIA AV.;9509;-34.6371623334205;-58.4982342023708;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;11/01/2021;23:48:03;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;6014;-34.5735278149916;-58.5084883365451;App BA 147;Femenino;Cerrado;13/01/2021;08:52:33
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;01:44:32;11;VILLA GRAL. MITRE;TERRERO;1382;-34.6123953901762;-58.4635116884546;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;07:54:56;12;VILLA PUEYRREDON;ALVAREZ PRADO, MANUEL;2551;-34.5716024520174;-58.507401172886;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;16:05:53;12;VILLA PUEYRREDON;EL GAUCHO;5918;-34.5738989904013;-58.5105004122426;App BA 147;Femenino;Cerrado;12/01/2021;20:33:51
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;16:57:12;7;FLORES;FRAY CAYETANO RODRIGUEZ;318;-34.6262659994091;-58.46381690696;App BA 147;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;11:03:01;12;VILLA PUEYRREDON;ESTRELLA FEDERAL;2610;-34.5744452516117;-58.508841696645;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;09:17:33;11;VILLA DEVOTO;MOSCONI GENERAL AV.;3603;-34.5920137260458;-58.5116556659782;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;10:34:10;15;VILLA CRESPO;FIGUEROA, D. APOLINARIO, CORONEL;124;-34.6030921005865;-58.4436640144435;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;10:25:10;12;COGHLAN;TRONADOR;2825;-34.5647847668344;-58.4784454220999;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;10:25:40;10;FLORESTA;MIRAMAR;4293;-34.6242398503141;-58.4922224043896;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;01:09:21;12;VILLA PUEYRREDON;PAZ, GRAL. AV.;5130;-34.5717152093349;-58.5098331154176;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;18:28:18;10;FLORESTA;GONZALEZ, JOAQUIN V.;1560;-34.6188811527487;-58.4900264387572;GCS Web;Femenino;Cerrado;12/01/2021;20:33:06
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;10:08:26;9;MATADEROS;MIRALLA;2323;-34.6599263670207;-58.4859484258103;GCS Web;Femenino;Cerrado;15/01/2021;11:11:31
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;10:26:02;9;MATADEROS;MIRALLA;2322;-34.6599328837573;-58.4858091687691;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;12:00:54;1;MONSERRAT;CHILE;1580;-34.6167596281985;-58.3886961185509;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;14:07:10;6;CABALLITO;OLAYA;1062;-34.6071982851288;-58.4428430505031;GCS Web;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;21:37:19;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;6058;-34.5735278149916;-58.5084883365451;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;12/01/2021;21:33:10;12;VILLA PUEYRREDON;EZEIZA;2917;-34.5754336159663;-58.5087430463113;App BA 147;Femenino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;13/01/2021;08:22:33;14;PALERMO;CABRERA, JOSE A.;5405;-34.587316336776;-58.4358379222765;GCS Web;Masculino;Abierto;;
LIMPIEZA Y RECOLECCIÓN;LIMPIEZA DE VÍA PÚBLICA;DESRATIZAR, DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA;SOLICITUD;13/01/2021;09:10:22;12;VILLA PUEYRREDON;ESTADO PLURINACIONAL DE BOLIVIA;5960;-34.5742279254013;-58.5077956257934;App BA 147;Femenino;Cerrado;13/01/2021;09:23:29
